Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,English speaking monolingual,Were you raised monolingual?,Bilingual,Fluent languages,Language related disorders,Primary language,U.s state/territory of birth,Current u.s state of residence,Vision,Hearing difficulties,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
685d85aaea3bba217f5a1408,67b8f459f36ac348b98d6cad,AWAITING REVIEW,Not Applicable,2025-06-26T17:38:50.604000Z,2025-06-26T18:25:13.002000Z,,2025-06-26T18:25:13.564564Z,2783.0,CFMA0H7W,948,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Minnesota (MN),Florida (FL),Yes,No,23,Female,White,United States,United States,United States,English,No,Full-Time
685d85fd256d43ba6af9e40c,671d0d96e4bdbdca47815da2,AWAITING REVIEW,Not Applicable,2025-06-26T17:41:41.730000Z,2025-06-26T18:01:53.940000Z,,2025-06-26T18:01:54.592726Z,1213.0,CFMA0H7W,416,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Wisconsin (WI),Maryland (MD),Yes,No,23,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685d86fef59cd6740fb7ecbf,5ba288c63fd80800016308c4,AWAITING REVIEW,Not Applicable,2025-06-26T17:45:13.178000Z,2025-06-26T18:11:57.120000Z,,2025-06-26T18:11:57.710647Z,1604.0,CFMA0H7W,8331,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,New York (NY),New York (NY),Yes,No,32,Male,White,United States,United States,United States,English,No,Full-Time
685d87dd1570c3177fe10d6f,676d800c5499f924389756b5,AWAITING REVIEW,Not Applicable,2025-06-26T17:56:09.547000Z,2025-06-26T18:24:00.982000Z,,2025-06-26T18:24:01.574232Z,1672.0,CFMA0H7W,448,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Colorado (CO),Colorado (CO),Yes,No,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685d8ab6b367d0ca7f54f036,663aef0aebe90e5eae33712b,AWAITING REVIEW,Not Applicable,2025-06-26T18:01:58.570000Z,2025-06-26T18:35:47.490000Z,,2025-06-26T18:35:48.021800Z,2029.0,CFMA0H7W,929,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Pennsylvania (PA),Pennsylvania (PA),Yes,No,24,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
685d8b2a003ea9dcd7b10f3e,67da14ccd38d6a25f0c0c531,APPROVED,Not Applicable,2025-06-26T18:02:44.582000Z,2025-06-26T18:35:02.105000Z,2025-06-26T23:47:10.028000Z,2025-06-26T18:35:02.555451Z,1938.0,CFMA0H7W,884,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Utah(UT),New Jersey (NJ),Yes,No,31,Female,White,United States,United States,United States,English,No,Part-Time
685d8c76dc1924776b642e78,655b6a0d11066d07716ab0b5,AWAITING REVIEW,Not Applicable,2025-06-26T18:07:57.260000Z,2025-06-26T18:29:07.640000Z,,2025-06-26T18:29:08.095994Z,1271.0,CFMA0H7W,3369,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,New York (NY),New York (NY),Yes,No,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
685d923c6a2445749b0e227c,67be05692b18b631ece5fd2e,AWAITING REVIEW,Not Applicable,2025-06-26T18:34:16.398000Z,2025-06-26T19:17:45.461000Z,,2025-06-26T19:17:50.099735Z,2610.0,CFMA0H7W,468,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,New Jersey (NJ),New Jersey (NJ),Yes,No,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
685da62314ad80092241d2aa,63e5b3e89a3823139cb9d35e,AWAITING REVIEW,Not Applicable,2025-06-26T19:57:23.641000Z,2025-06-26T21:22:38.371000Z,,2025-06-26T21:22:39.094598Z,5115.0,NOCODE,1672,I only know English,I was raised with my native language only,none just my native langauge,English,none,English,Connecticut (CT),Connecticut (CT),Yes,No,34,Male,White,United States,United States,United States,English,No,Full-Time
685d82b9560049bbc1bcd44d,669aab18b7f156b93c657214,RETURNED,Not Applicable,2025-06-26T17:26:23.070000Z,,,,,,1256,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8335ec87036419c4ad69,5914b7b50a4b9d0001add64f,RETURNED,Not Applicable,,,,,,,5132,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8345ecc1a119ecf22893,66c8f4c85434e33b086cb7ca,RETURNED,Not Applicable,2025-06-26T17:28:43.032000Z,,,,,,663,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d836f2d09840a4b934c8c,647dfaca60dc6f90350e765b,RETURNED,Not Applicable,2025-06-26T17:29:25.451000Z,,,,,,1838,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d83a13606fdf307103a7b,67533343c3a851ce61ebc3fe,RETURNED,Not Applicable,2025-06-26T17:36:58.890000Z,,,,,,1142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d83c1c53ea5b9d4a0a775,62c431f8b8e7dec0d2c03ea7,RETURNED,Not Applicable,2025-06-26T17:30:41.176000Z,,,,,,2247,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8478d2c0f188ea7efd0d,663388f6d4e404ce37e9b350,RETURNED,Not Applicable,2025-06-26T17:38:30.742000Z,,,,,,1176,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8602479c7ac836452e46,65577234800b1fea9ae3cf4d,RETURNED,Not Applicable,2025-06-26T17:40:59.132000Z,,,,,,3692,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8765c53ea5b9d4a0a90a,67df6707673d3c0754f80bee,RETURNED,Not Applicable,2025-06-26T17:47:12.016000Z,,,,,,827,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d880af96b1dcc59b84d4a,66d6167357ca2076851f0e37,RETURNED,Not Applicable,2025-06-26T17:53:31.034000Z,,,,,,1003,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d89ddaa8cb3452a3a947d,67ee5643b65d5ddf9d86b7fd,RETURNED,Not Applicable,2025-06-26T17:57:12.046000Z,,,,,,323,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8abcea3bba217f5a161f,675f4880d357baddb38a9c2c,REJECTED,Not Applicable,2025-06-26T18:00:35.077000Z,2025-06-26T18:33:36.539000Z,2025-06-29T19:20:01.830000Z,2025-06-26T18:33:37.073000Z,1982.0,CFMA0H7W,647,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d8cdaa6b327e974f80aac,66f46179fa81f408915abaaa,RETURNED,Not Applicable,2025-06-26T18:09:36.507000Z,2025-06-26T18:16:13.569000Z,,2025-06-26T18:16:14.254000Z,,C1MDQOTI,450,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
685d970ad579913480d4596b,670e8b28f1a48a783a00c341,RETURNED,Not Applicable,2025-06-26T18:53:16.148000Z,,,,,,729,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
