Participant Private ID	Display	Response	rand	Response Type	trial	ProlificID	prob_p
13739828	Neutral 1	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 1	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 2	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 2	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 3	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 3	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 4	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 4	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 5	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 5	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 6	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 6	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 7	98	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	2
13739828	Neutral 7	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 8	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 8	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 9	11	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	89
13739828	Neutral 9	95	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	5
13739828	Neutral 10	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 10	63	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	37
13739828	Neutral 11	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 11	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 12	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 12	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 13	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 13	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 14	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 14	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 15	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 15	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 16	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 16	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 17	97	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	3
13739828	Neutral 17	0	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	100
13739828	Neutral 18	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 18	5	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	95
13739828	Neutral 19	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 19	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 20	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 20	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 21	95	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	5
13739828	Neutral 21	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 22	89	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	11
13739828	Neutral 22	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 23	91	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	9
13739828	Neutral 23	100	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	0
13739828	Neutral 24	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 24	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 25	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 25	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 26	98	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	2
13739828	Neutral 26	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 27	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 27	93	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	7
13739828	Neutral 28	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 28	0	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	100
13739828	Neutral 29	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 29	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739828	Neutral 30	100	pier_beer	tooEarly	lowf0	67d184729aa937ccec298d54	0
13739828	Neutral 30	0	pier_beer	tooEarly	highf0	67d184729aa937ccec298d54	100
13739847	Neutral 1	52	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	48
13739847	Neutral 1	15	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	85
13739847	Neutral 2	29	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	71
13739847	Neutral 2	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 3	33	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	67
13739847	Neutral 3	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 4	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 4	50	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	50
13739847	Neutral 5	3	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	97
13739847	Neutral 6	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 7	51	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	49
13739847	Neutral 7	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 8	0	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 8	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 9	100	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	0
13739847	Neutral 9	1	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	99
13739847	Neutral 10	100	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	0
13739847	Neutral 11	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 11	100	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	0
13739847	Neutral 12	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
13739847	Neutral 12	100	pier_beer	tooEarly	lowf0	671d0d96e4bdbdca47815da2	0
13739847	Neutral 13	0	pier_beer	tooEarly	highf0	671d0d96e4bdbdca47815da2	100
